ReviewID,SentenceID,Text,OpinionTarget,Category,Polarity,From,To
d680501-g186338-UID_3673B9FBA46A6B4697FDA1CFEA07991E-REW0,d680501-g186338-UID_3673B9FBA46A6B4697FDA1CFEA07991E-REW0:4,Prices top end but worth it for the view and the atmosphere.,atmosphere,AMBIENCE#GENERAL,positive,49,59
d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0,d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0:0,Good food and stunning views,views,LOCATION#GENERAL,positive,23,28
d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0,d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0:0,Good food and stunning views,food,FOOD#QUALITY,positive,5,9
d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0,d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0:1,Visited for a work function and had a very successful evening,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0,d680501-g186338-UID_B9DF2EA33AC2F73A8D19D9BC59B81738-REW0:2,Good for groups but also seemed good for couples as well.,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0,d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0:0,Quick Service and Food Quality Very Good,Service,SERVICE#GENERAL,positive,6,13
d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0,d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0:0,Quick Service and Food Quality Very Good,Food,FOOD#QUALITY,positive,18,22
d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0,d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0:1,Had a quick lunch here and probably this is my 10th visit,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0,d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0:2,Never tried the Brasserie yet but it looked very busy,,,,,
d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0,d680501-g186338-UID_38458C382A9CC0752723FC381E3313FE-REW0:3,The views are superb if your a visitor to the city and its well worth being extra polite to the busy staff to ensure you get a good table.,views,LOCATION#GENERAL,positive,4,9
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:0,Iconic building,building,RESTAURANT#GENERAL,positive,7,15
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:1,This was a revisit- realised had not been here for quite some time since leaving London,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:2,So a revisit for this trip,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:3,The brasserie is all a but too busy for me and so we opted for the restaurant which is calmer and more relaxed,brasserie,AMBIENCE#GENERAL,negative,4,13
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:3,The brasserie is all a but too busy for me and so we opted for the restaurant which is calmer and more relaxed,restaurant,AMBIENCE#GENERAL,positive,67,77
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:4,- higher price point too,price,RESTAURANT#PRICES,negative,9,14
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:5,It is not fine dining but it is quality assured dining here,NULL,FOOD#QUALITY,positive,0,0
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:5,It is not fine dining but it is quality assured dining here,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:6,The turbot was cooked to perfection,turbot,FOOD#QUALITY,positive,4,10
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:7,Menu is seasonal British to ensure quality fresh ingredients,Menu,FOOD#QUALITY,positive,0,4
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:7,Menu is seasonal British to ensure quality fresh ingredients,Menu,FOOD#STYLE_OPTIONS,positive,0,4
d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0,d680501-g186338-UID_B5BCB4BA833A3D0F63ED6B560C010339-REW0:8,Excellent service,service,SERVICE#GENERAL,positive,10,17
d680501-g186338-UID_A8F34F01420314B10DD8096467A4E3BC-REW0,d680501-g186338-UID_A8F34F01420314B10DD8096467A4E3BC-REW0:0,Good to stop for a drink,,,,,
d680501-g186338-UID_A8F34F01420314B10DD8096467A4E3BC-REW0,d680501-g186338-UID_A8F34F01420314B10DD8096467A4E3BC-REW0:1,Recently returned to the Oxo tower for a drink didn't eat this time round the place was buzzing but managed to get served what really makes this place is the view.,view,LOCATION#GENERAL,positive,158,162
d680501-g186338-UID_E8C940CD2E6122C21093899BE0DCB7A3-REW0,d680501-g186338-UID_E8C940CD2E6122C21093899BE0DCB7A3-REW0:0,Charming Brasserie,Brasserie,RESTAURANT#MISCELLANEOUS,positive,9,18
d680501-g186338-UID_E8C940CD2E6122C21093899BE0DCB7A3-REW0,d680501-g186338-UID_E8C940CD2E6122C21093899BE0DCB7A3-REW0:1,Thank you.,,,,,
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:0,"Wonderful view, good food, but too much gouging going on",food,FOOD#QUALITY,positive,21,25
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:0,"Wonderful view, good food, but too much gouging going on",view,LOCATION#GENERAL,positive,10,14
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:0,"Wonderful view, good food, but too much gouging going on",NULL,AMBIENCE#GENERAL,negative,0,0
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:1,Two things put me off returning to the Oxo Tower,Oxo Tower,RESTAURANT#GENERAL,negative,39,48
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:2,The first is the policy of not giving people making bookings the option of having the set menu (see Yoshi100 below),NULL,RESTAURANT#GENERAL,negative,0,0
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:3,The second is the policy of putting Christmas crackers on the table but allowing you to discover only when you see the menu that they cost £4.50 each,Christmas crackers,FOOD#PRICES,negative,36,54
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:4,This was a mean trick to play on those for whom the visit was a just affordable treat,,,,,
d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0,d680501-g186338-UID_AE71D30B9EA39C50E2A95DD2F06D355C-REW0:5,"What do you do as host? Say ""Oh, we won't have the crackers"" and look like Scrooge? Or take a £18 pound hit for a table of four? What next? A charge for using the table napkins?",,,,,
d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0,d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0:0,Undiluted,,,,,
d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0,d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0:1,"This is a really great place to take the "" secretary "" I liked it foods very good can be pricey but that's London for you keep away from the bubbly and it's not to bad short and quick it's good save up and go !",place,RESTAURANT#MISCELLANEOUS,positive,23,28
d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0,d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0:1,"This is a really great place to take the "" secretary "" I liked it foods very good can be pricey but that's London for you keep away from the bubbly and it's not to bad short and quick it's good save up and go !",foods,FOOD#PRICES,negative,66,71
d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0,d680501-g186338-UID_D9D9ABF5AF9A92641F98CA65D1AAEC3B-REW0:1,"This is a really great place to take the "" secretary "" I liked it foods very good can be pricey but that's London for you keep away from the bubbly and it's not to bad short and quick it's good save up and go !",foods,FOOD#QUALITY,positive,66,71
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:0,Birthday Treat,,,,,
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:1,"I'd requested a window table-which we got, so that we could enjoy the fantastic views",views,LOCATION#GENERAL,positive,80,85
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:2,I was out celebrating my 50th birthday with friends who'd not been to the Oxo Tower before,,,,,
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:3,"The service was excellent, as was the food and the staff brought me a complementary dessert and box of chocolates which was a really lovely touch.",food,FOOD#QUALITY,positive,38,42
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:3,"The service was excellent, as was the food and the staff brought me a complementary dessert and box of chocolates which was a really lovely touch.",staff,SERVICE#GENERAL,positive,51,56
d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0,d680501-g186338-UID_F3E276812DD492F0DF33B5173059C687-REW0:3,"The service was excellent, as was the food and the staff brought me a complementary dessert and box of chocolates which was a really lovely touch.",service,SERVICE#GENERAL,positive,4,11
d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0,d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0:0,"Great food, great location",location,LOCATION#GENERAL,positive,18,26
d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0,d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0:0,"Great food, great location",food,FOOD#QUALITY,positive,6,10
d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0,d680501-g186338-UID_710AFC795F15DAAD3B8151718EE0638E-REW0:1,Always gives a good account of itself - def worth a treat to yourself here,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:0,"Pleasant, not outstanding, with great vistas",NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:0,"Pleasant, not outstanding, with great vistas",vistas,LOCATION#GENERAL,positive,38,44
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:1,A competent meal with lovely waiting staff,meal,FOOD#QUALITY,positive,12,16
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:1,A competent meal with lovely waiting staff,waiting staff,SERVICE#GENERAL,positive,29,42
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:2,"The 3 stars is because at this level of restaurant I would have expected more from the execution of the menu which seemed to offer an inordinate proportion of seafood, and the food was good enough but not great, and surprisingly there were no amuse-bouches to add interest between courses or to demonstrate the chef's skill, simply a meagre assortment of petits fours with the coffee",food,FOOD#QUALITY,neutral,162,166
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:2,"The 3 stars is because at this level of restaurant I would have expected more from the execution of the menu which seemed to offer an inordinate proportion of seafood, and the food was good enough but not great, and surprisingly there were no amuse-bouches to add interest between courses or to demonstrate the chef's skill, simply a meagre assortment of petits fours with the coffee",petits fours,FOOD#STYLE_OPTIONS,negative,355,368
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:2,"The 3 stars is because at this level of restaurant I would have expected more from the execution of the menu which seemed to offer an inordinate proportion of seafood, and the food was good enough but not great, and surprisingly there were no amuse-bouches to add interest between courses or to demonstrate the chef's skill, simply a meagre assortment of petits fours with the coffee",menu,FOOD#STYLE_OPTIONS,negative,104,108
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:3,My fillet steak was tender and delicious but the accompanying vegetables and mash were not of a very high standard,accompanying vegetables and mash,FOOD#QUALITY,negative,49,81
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:3,My fillet steak was tender and delicious but the accompanying vegetables and mash were not of a very high standard,fillet steak,FOOD#QUALITY,positive,3,15
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:4,The champagne cocktails we had in the bar whilst waiting for our table were delightful,champagne cocktails,DRINKS#QUALITY,positive,4,23
d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0,d680501-g186338-UID_BC23E56737CC1CC79A82B4DF595AF182-REW0:5,"Sitting in the bar, there was a cool draft from the glass walls and we noticed that the air vents on the floor were not affording any compensating warm air.",glass walls,AMBIENCE#GENERAL,negative,52,63
d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0,d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0:0,excellent,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0,d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0:1,eat in the bistro side it's much more relaxed and the food less fussy - great place to hang out for cocktails and the staff are excellent,cocktails,DRINKS#QUALITY,positive,100,109
d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0,d680501-g186338-UID_FA314FB4D798AA2156DD1E37872A98AC-REW0:1,eat in the bistro side it's much more relaxed and the food less fussy - great place to hang out for cocktails and the staff are excellent,staff,SERVICE#GENERAL,positive,118,123
d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0,d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0:0,"Poor service, meagre portions",service,SERVICE#GENERAL,negative,5,12
d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0,d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0:0,"Poor service, meagre portions",portions,FOOD#STYLE_OPTIONS,negative,21,29
d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0,d680501-g186338-UID_0CA3ED2E54D106844C9D28472F0753C9-REW0:1,I was taken here by a client for an evening meal it was very substandard and I left hungry...Sad to say but I would never visit here again,NULL,RESTAURANT#GENERAL,negative,0,0
d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0,d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0:0,Lovely views,views,LOCATION#GENERAL,positive,7,12
d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0,d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0:1,I love having a cocktail sitting outside in Summer with the river views and then a good meal with wine not cheap but worth it,river views,LOCATION#GENERAL,positive,60,71
d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0,d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0:1,I love having a cocktail sitting outside in Summer with the river views and then a good meal with wine not cheap but worth it,wine,DRINKS#PRICES,negative,98,102
d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0,d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0:1,I love having a cocktail sitting outside in Summer with the river views and then a good meal with wine not cheap but worth it,wine,DRINKS#QUALITY,positive,98,102
d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0,d680501-g186338-UID_55570393883D0CD5B93E979FAC848EFF-REW0:1,I love having a cocktail sitting outside in Summer with the river views and then a good meal with wine not cheap but worth it,meal,FOOD#QUALITY,positive,88,92
d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0,d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0:0,"Fab Location, Mixed Service and Mediocre food",Service,SERVICE#GENERAL,neutral,20,27
d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0,d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0:0,"Fab Location, Mixed Service and Mediocre food",food,FOOD#QUALITY,negative,41,45
d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0,d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0:0,"Fab Location, Mixed Service and Mediocre food",Location,LOCATION#GENERAL,positive,4,12
d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0,d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0:1,"On a bright clear day in London, Oxo Tower is an ideal place to head to",Oxo Tower,RESTAURANT#GENERAL,positive,33,42
d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0,d680501-g186338-UID_AD48D677DED4EE2C0A7FF079451304C1-REW0:2,The restaurant has floor to ceiling windows and every table had a view,view,LOCATION#GENERAL,positive,66,70
